professor_name,department,overall_score,num_ratings,feedback_take_again,tags,review_text,source_link
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC3315 | May 4th, 2025 | Quality | 5.0 | Difficulty | 1.0 | COSC3315 | May 4th, 2025 | For Credit | : | Yes | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | N/A | Online Class | : | Yes | Easy online ethics class. Good video lectures, tests are open book, open notes | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","MENG3319 | Apr 21st, 2025 | Quality | 5.0 | Difficulty | 3.0 | MENG3319 | Apr 21st, 2025 | For Credit | : | Yes | Attendance | : | Not Mandatory | Would Take Again | : | Yes | Grade | : | B | Textbook | : | Yes | She is a good teacher, and the test are pretty straightforward, but ad the class continues the difficulty gets harder. Make sure to read your email before you come to class because she cancels class sometimes. Try to do all the homework and don't give your homework to others or copy. She likes it if you do it yourself and give it your best effort. | Group projects | Caring | Accessible outside class | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Jan 13th, 2023 | Quality | 1.0 | Difficulty | 2.0 | COSC1310 | Jan 13th, 2023 | Attendance | : | Not Mandatory | Grade | : | B | Textbook | : | N/A | Online Class | : | Yes | Professor Mac was an awful professor. Although she is caring and wants her student to learn her teaching was not professional. Classes were MWF on zoom but would cancel classes at the last minute or would not show up at all. Never responded to emails and graded all your work the day before the semester ended. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Oct 31st, 2022 | Quality | 1.0 | Difficulty | 2.0 | COSC1310 | Oct 31st, 2022 | For Credit | : | Yes | Attendance | : | Not Mandatory | Grade | : | A | Textbook | : | N/A | Online Class | : | Yes | Mccaslin is the most unprofessional professor I have ever had. Our class was an online class, meeting through zoom on MWF. There has been multiple times she has not showed up to her own zoom lecture, leaving the class hanging without an email that class was cancelled. Also she has yet to grade a single assignment 2 1/2 months into the semester. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","MENG3319 | Jul 16th, 2015 | Quality | 5.0 | Difficulty | 3.0 | MENG3319 | Jul 16th, 2015 | For Credit | : | Yes | Attendance | : | Not Mandatory | Grade | : | A | Textbook | : | Yes | Online Class | : | Yes | Really good teacher. Easy to follow and understand but keep up to date with new information fast. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","MENG2201 | Dec 29th, 2010 | Quality | 4.5 | Difficulty | 3.0 | MENG2201 | Dec 29th, 2010 | Textbook: | Yes | Dr. Mac is a good teacher. She is very willing to help if you ask for help in class. She is very nice and has an office you can go to if you have extra questions. The test were a little unpredictable at times though. Overall a great teacher. If you put in effort you will learn in this class. I would take her again. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Aug 3rd, 2007 | Quality | 1.0 | Difficulty | 3.0 | COSC1310 | Aug 3rd, 2007 | Textbook: | Yes | Not helpful at all, made the subject tedious, continually talked about stuff not relevant to the class, and didn't seem to have anything together. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Jul 4th, 2007 | Quality | 1.0 | Difficulty | 3.0 | COSC1310 | Jul 4th, 2007 | Textbook: | Yes | Terrible... | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Dec 14th, 2006 | Quality | 5.0 | Difficulty | 2.0 | COSC1310 | Dec 14th, 2006 | Textbook: | Yes | I LOVE Mrs. McCaslin! This class was fun! She is somewhat flexible with due dates, and she told us exactly what to expect on each test. No tricks! She is such a sweet lady. I would take her again in a second. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC1310 | Nov 29th, 2005 | Quality | 5.0 | Difficulty | 2.0 | COSC1310 | Nov 29th, 2005 | She was really nice for the most part and made the class tolerable. Tests are ok, not too hard and assignments are easy, even if you don't have any previous knowledge of Microsoft. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC3302 | Oct 2nd, 2005 | Quality | 1.0 | Difficulty | 5.0 | COSC3302 | Oct 2nd, 2005 | A total disaster when I had her class. Never made herself clear and got nasty when I asked questions, as if I were doing it to give Sara McCaslin a hard time rather than to try and understand the material. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COSC | Jan 18th, 2005 | Quality | 4.0 | Difficulty | 2.0 | COSC | Jan 18th, 2005 | No Comments | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","3308 | Mar 31st, 2004 | Quality | 4.0 | Difficulty | 3.0 | 3308 | Mar 31st, 2004 | the course is hard, but she's very into helping students during office hours or email.  I am not a cs major and I made an A in her class. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Sara McCaslin,Professor in the Computer Science department at University of Texas at Tyler,3.1/5,Overall Quality Based on 14 ratings,50%Would take again2.6Level of Difficulty,"Caring, Group projects, Would take again, Respected, Accessible outside class","COS3302 | Apr 28th, 2003 | Quality | 1.5 | Difficulty | 3.0 | COS3302 | Apr 28th, 2003 | She is very unclear.  I think it is her first year.  Your better off reading the book! | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/199351
Alison Cope,Professor in the English department at University of Texas at Tyler,1/5,Overall Quality Based on 1 ratings,0%Would take again4Level of Difficulty,"Tough grader, Get ready to read, Lots of homework","ENGL1302 | Dec 16th, 2024 | Quality | 1.0 | Difficulty | 4.0 | ENGL1302 | Dec 16th, 2024 | For Credit | : | Yes | Attendance | : | Mandatory | Grade | : | A- | Textbook | : | Yes | Online Class | : | Yes | She is a very bad professor. She was always late for giving feedback and responding to messages. Her grading was abstract and so slow, with something always being wrong with the work I would submit, and she never helped fix the problem. Her layout for her modules were confusing as well, so overall do not take her class if you can help it. | Tough grader | Get ready to read | Lots of homework | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/3062718
John Baker,Professor in the Computer Science department at University of Texas at Tyler,4/5,Overall Quality Based on 2 ratings,100%Would take again1.5Level of Difficulty,"Skip class? You won't pass., Clear grading criteria","COSC3315 | May 3rd, 2022 | Quality | 5.0 | Difficulty | 1.0 | COSC3315 | May 3rd, 2022 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A | Textbook | : | Yes | that's a great professor | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2031177
John Baker,Professor in the Computer Science department at University of Texas at Tyler,4/5,Overall Quality Based on 2 ratings,100%Would take again1.5Level of Difficulty,"Skip class? You won't pass., Clear grading criteria","COSC3315 | Apr 15th, 2019 | Quality | 3.0 | Difficulty | 2.0 | COSC3315 | Apr 15th, 2019 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Textbook | : | No | Nice teacher. Daily quizzes; if you pay attention in class, you shouldn't have too hard of a time with them. Does not allow you to go back and change answers on quizzes/tests. | Skip class? You won't pass. | Clear grading criteria | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/2031177
Jonathan Miller,Professor in the Philosophy department at University of Texas at Tyler,2.3/5,Overall Quality Based on 3 ratings,N/AWould take again4Level of Difficulty,"Get ready to read, Lecture heavy, Participation matters, Gives good feedback","1301 | Dec 4th, 2014 | Quality | 2.5 | Difficulty | 5.0 | 1301 | Dec 4th, 2014 | For Credit | : | Yes | Attendance | : | Mandatory | Grade | : | B+ | Textbook | : | Yes | Toughest class I have taken in college. Prof doesn't seem to understand this is a one thousand level intro class. Lots of reading, lots of long lectures, lots of difficult concepts to grasp quickly. Grading criteria and rubrics are not specified for papers, participation, and open-ended exam questions. Extra credit quizzes saved my grade. | Helpful | 1 | 0",https://www.ratemyprofessors.com/professor/1919005
Jonathan Miller,Professor in the Philosophy department at University of Texas at Tyler,2.3/5,Overall Quality Based on 3 ratings,N/AWould take again4Level of Difficulty,"Get ready to read, Lecture heavy, Participation matters, Gives good feedback","1301 | Nov 23rd, 2014 | Quality | 2.5 | Difficulty | 3.0 | 1301 | Nov 23rd, 2014 | For Credit | : | Yes | Attendance | : | Mandatory | Grade | : | Not sure yet | Textbook | : | Yes | Knows his stuff. Lots of details to cover. Not sure sometime what he wants us to learn | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1919005
Jonathan Miller,Professor in the Philosophy department at University of Texas at Tyler,2.3/5,Overall Quality Based on 3 ratings,N/AWould take again4Level of Difficulty,"Get ready to read, Lecture heavy, Participation matters, Gives good feedback","PHIL1301 | Sep 9th, 2014 | Quality | 2.0 | Difficulty | 4.0 | PHIL1301 | Sep 9th, 2014 | Textbook | : | Yes | So far there is a good amount of reading and we are going to have to write a 10-12 page paper. He seems nice and seems to know philosophy. The problem is personally I think he's bad at teaching. And since we don't really have a textbook, and the study guides & power points he give are near useless. It's hard to study for the class. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1919005
Fara Meza,Professor in the Mathematics department at University of Texas at Tyler,3.4/5,Overall Quality Based on 33 ratings,58%Would take again2.5Level of Difficulty,"Lots of homework, Clear grading criteria, Skip class? You won't pass., Beware of pop quizzes, Test heavy","MATH1342 | Apr 23rd, 2025 | Quality | 5.0 | Difficulty | 1.0 | MATH1342 | Apr 23rd, 2025 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A- | Textbook | : | Yes | There are four tests the whole semester, the last test being the final. On the exams, there are fewer than 10 questions. She grades mainly on correct steps and notation. She's really helpful, and you get formula sheets that can be used on every test. There is weekly homework, but it's easy. | Amazing lectures | Clear grading criteria | Lots of homework | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1538574
Fara Meza,Professor in the Mathematics department at University of Texas at Tyler,3.4/5,Overall Quality Based on 33 ratings,58%Would take again2.5Level of Difficulty,"Lots of homework, Clear grading criteria, Skip class? You won't pass., Beware of pop quizzes, Test heavy","Stats | Jun 13th, 2024 | Quality | 2.0 | Difficulty | 2.0 | Stats | Jun 13th, 2024 | For Credit | : | Yes | Attendance | : | Not Mandatory | Grade | : | A | Textbook | : | Yes | The actual class is easy. The work load is moderate. Her personality sucks. She will never accept that she makes mistakes. I had to tell her that she did not teach us a question that was on the test or quiz. She would look at me and tell me that I was wrong and then the entire class would tell her that I was right and she still wouldn't believe us. | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1538574
Fara Meza,Professor in the Mathematics department at University of Texas at Tyler,3.4/5,Overall Quality Based on 33 ratings,58%Would take again2.5Level of Difficulty,"Lots of homework, Clear grading criteria, Skip class? You won't pass., Beware of pop quizzes, Test heavy","MATH1342 | Jun 12th, 2024 | Quality | 5.0 | Difficulty | 3.0 | MATH1342 | Jun 12th, 2024 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | Yes | Professor Meza has completely turned around my thoughts on statistics. I used to think it was impossible to understand. But Meza? She's a game-changer. Each chapter feels like a breeze with her clear explanations and easy-to-follow approach. Plus, she's just really nice. Honestly, she's the best math teacher I've ever had! | Amazing lectures | Gives good feedback | Test heavy | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1538574
Fara Meza,Professor in the Mathematics department at University of Texas at Tyler,3.4/5,Overall Quality Based on 33 ratings,58%Would take again2.5Level of Difficulty,"Lots of homework, Clear grading criteria, Skip class? You won't pass., Beware of pop quizzes, Test heavy","MATH1342 | Dec 10th, 2023 | Quality | 4.0 | Difficulty | 2.0 | MATH1342 | Dec 10th, 2023 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | N/A | If you show up to class/ pay attention & put in about an hour each week of studying and doing homework you should be able to get an easy A. There is a short quiz each friday (in person) that is based off of the homework due each friday. My only complaint is that she dosent respond to emails. If you struggle in class go to to office hours/ tutoring. | Clear grading criteria | Beware of pop quizzes | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1538574
Fara Meza,Professor in the Mathematics department at University of Texas at Tyler,3.4/5,Overall Quality Based on 33 ratings,58%Would take again2.5Level of Difficulty,"Lots of homework, Clear grading criteria, Skip class? You won't pass., Beware of pop quizzes, Test heavy","MATH1342 | Dec 8th, 2023 | Quality | 4.0 | Difficulty | 3.0 | MATH1342 | Dec 8th, 2023 | For Credit | : | Yes | Attendance | : | Mandatory | Would Take Again | : | Yes | Grade | : | A+ | Textbook | : | Yes | Fara Meza's quizzes/tests can bring your grade down quite a bit, but if you really study, you should achieve a good grade. Take decent notes and prepare for a few tricky questions on the quizzes/tests that won't be in your notes. The homework gets easier as the semester goes on while the quizzes/tests get harder. I'm taking her again next semester! | Caring | Test heavy | Graded by few things | Helpful | 0 | 0",https://www.ratemyprofessors.com/professor/1538574
